406477,2023-03-05,Djur,Centrum lösspringande hund har fått tillbringa natten hos polisen,Skellefteå,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-1201-djur-skelleftea/,
406473,2023-03-05,Trafikolycka singel,Riksväg 90 singelolycka vid Hälla söder om Åsele,Åsele,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-1036-trafikolycka-singel-asele/,
406472,2023-03-05,Stöld/inbrott,Morö Backe inbrott i förråd,Skellefteå,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-1033-stoldinbrott-skelleftea/,
406471,2023-03-05,Motorfordon stöld,Skelleftehamn samtal inkommer om att en minibuss blivit stulen i natt,Skellefteå,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0849-motorfordon-stold-skelleftea/,
406467,2023-03-05,Försvunnen person,Man försvunnen i Arboga,Arboga,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0957-forsvunnen-person-arboga/,
406468,2023-03-05,Trafikolycka singel,E4 Mariehem larm om att bilist kört in i vägräcke,Umeå,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0913-trafikolycka-singel-umea/,
406466,2023-03-05,Knivlagen,En man rastar sin hund i Mensättra - han möter en annan man som hotar honom med en kniv.,Nacka,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0847-knivlagen-nacka/,
406465,2023-03-05,Skadegörelse,Kramfors polis beordrades till en adress med anledning av skadegörelse i en bostad sent i går kväll,Kramfors,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0930-skadegorelse-kramfors/,
406462,2023-03-05,Misshandel grov,En man har blivit knivskuren i närheten av Tekniska högskolan på Östermalm.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0317-misshandel-grov-stockholm/,
406461,2023-03-05,Trafikolycka,En singelolycka med en personbil inträffar på väg 788 mellan Blentarp och Veberöd.,Sjöbo,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0803-trafikolycka-sjobo/,
406455,2023-03-05,Trafikolycka,En trafikolycka inträffar på Norra vägen när personbil av okänd anledning kör in i en lyktstolpe.,Bjuv,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0036-trafikolycka-bjuv/,
406454,2023-03-05,Rattfylleri,Man i 20-årsåldern misstänks för drograttfylleri och grov olovlig körning efter kontroll.,Västervik,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0118-rattfylleri-vastervik/,
406453,2023-03-05,Detonation,Polis larmas till Bårslöv efter att en hög smäll hörts i området.,Helsingborg,https://polisen.se/aktuellt/handelser/2023/mars/5/05-mars-0135-detonation-helsingborg/,
406451,2023-03-04,Trafikolycka,På E4:an vid trafikplats Bredäng i norrgående riktning har en personbil har kört in i mitträcket.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-2225-trafikolycka-stockholm/,
406448,2023-03-04,Brand,Brand i lastbil Rosengård.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1845-brand-malmo/,
406450,2023-03-04,Skadegörelse,Stenkastning mot bilister på Bärbyleden,Uppsala,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1800-skadegorelse-uppsala/,
406449,2023-03-04,Brand,En villa brinner i Trollbäcken.,Tyresö,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1843-brand-tyreso/,
406447,2023-03-04,Trafikolycka,Olycka mellan personbil och elsparkcykel centrum.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1747-trafikolycka-malmo/,
406446,2023-03-04,Brand,Brand i villa Löndala.,Perstorp,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1552-brand-perstorp/,
406445,2023-03-04,Trafikolycka,Två personbilar har kolliderat i Nusnäs.,Mora,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1537-trafikolycka-mora/,
406429,2023-03-04,Trafikolycka,En personbil är påkörd bakifrån vid Gudmundsätra.,Malung-Sälen,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1157-trafikolycka-malung-salen/,
406442,2023-03-04,Rattfylleri,En personbil kontrolleras och föraren frihetsberövas misstänkt för rattfylleri.,Göteborg,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1352-rattfylleri-goteborg/,
406441,2023-03-04,Trafikolycka,Länsväg 321 två bilister inblandade i trafikolycka,Åre,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1314-trafikolycka-are/,
406440,2023-03-04,Fylleri/LOB,Centrum polis kontaktas gällande berusad man,Östersund,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1250-fyllerilob-ostersund/,
406438,2023-03-04,Trafikolycka,Norr om Örnsköldsvik larm om singelolycka,Örnsköldsvik,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1252-trafikolycka-ornskoldsvik/,
406436,2023-03-04,Trafikolycka,Kyrkbyn två trafikanter har kolliderat,Luleå,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1303-trafikolycka-lulea/,
406434,2023-03-04,Mord/dråp,En kropp har hittats under isen i Delsjön.,Göteborg,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1129-morddrap-goteborg/,
406435,2023-03-04,Fjällräddning,Norr om Kittelfjäll en person skadad i samband med skoterolycka,Vilhelmina,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1328-fjallraddning-vilhelmina/,
406430,2023-03-04,Trafikolycka,Hemavan larm om trafikolycka på E12,Storuman,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1205-trafikolycka-storuman/,
406433,2023-03-04,Trafikbrott,Riksgränsen skoterförare kontrollerad av polis,Kiruna,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1210-trafikbrott-kiruna/,
406422,2023-03-04,Trafikolycka,E4 Bergsviken larm om trafikant som har kört in i mitträcke,Piteå,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1002-trafikolycka-pitea/,
406428,2023-03-04,Fylleri/LOB,Stenstan polis kontaktas gällande berusad man utomhus,Sundsvall,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1120-fyllerilob-sundsvall/,
406401,2023-03-04,Brand,I Alby kommer polisen utreda brandorsaken kring lägenhetsbranden på Alhagsvägen.,Botkyrka,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0251-brand-botkyrka/,
406418,2023-03-04,Trafikolycka,Två personbilar kolliderar på länsväg 111 i närheten av Mariastaden.,Helsingborg,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0823-trafikolycka-helsingborg/,
406423,2023-03-04,Trafikolycka,En trafikolycka mellan en trafktor och en personbil inträffar på Östergatan.,Sjöbo,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-1022-trafikolycka-sjobo/,
406402,2023-03-04,Brand,I Roma kommer polisen utreda brandorsaken.,Gotland,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0127-brand-gotland/,
406420,2023-03-04,Brand,Frösön larm om brand i garagelänga,Östersund,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0632-brand-ostersund/,
406421,2023-03-04,Brand,Sollefteå larm om brand i en container,Sollefteå,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0621-brand-solleftea/,
406415,2023-03-04,Knivlagen,En man som befinner sig på Kallhälls station misstänks ha en kniv.,Järfälla,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0631-knivlagen-jarfalla/,
406412,2023-03-04,Rattfylleri,En bilförare som stoppas i Handen misstänks för rattfylleri och tas med för provtagning.,Haninge,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0301-rattfylleri-haninge/,
406410,2023-03-04,Stöld/inbrott,Polis larmas till en bensinstation på Öster med anledning av ett pågående inbrott.,Växjö,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0416-stoldinbrott-vaxjo/,
406409,2023-03-04,Brand,Det har brunnit i ett av trapphusen i Skarpnäck.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0030-brand-stockholm/,
406408,2023-03-04,Misshandel,Polis larmas till Möllevången med anledning av en pågående misshandel.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0140-misshandel-malmo/,
406407,2023-03-04,Efterlyst person,Samtal från Södermalm om att personer uppehöll sig olovligen i trapphuset.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0033-efterlyst-person-stockholm/,
406406,2023-03-04,Trafikbrott,I höjd med Frösundavik stoppades en personbilsförare.,Solna,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0448-trafikbrott-solna/,
406405,2023-03-04,Fylleri/LOB,Berusad man omhändertogs på Baldersgatan.,Norrtälje,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0426-fyllerilob-norrtalje/,
406404,2023-03-04,Rattfylleri,Berusad förare stoppades i Järna.,Södertälje,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0104-rattfylleri-sodertalje/,
406403,2023-03-04,Mord/dråp försök,Personer som passerade Berzelii park såg en skadad man.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/4/04-mars-0141-morddrap-forsok-stockholm/,
406399,2023-03-03,Brand,Rök i trappuppgång Lindängen.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-2336-brand-malmo/,
406382,2023-03-03,Skottlossning,Skottlossning Oxie.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1843-skottlossning-malmo/,
406398,2023-03-03,Trafikolycka,Ett flertal större husbilar har kört av väg 1047 vid Rörbäcksnäs.,Malung-Sälen,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-2036-trafikolycka-malung-salen/,
406395,2023-03-03,Misshandel,Skadad man Eriksfält.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-2115-misshandel-malmo/,
406394,2023-03-03,Trafikolycka vilt,Polisen får in en anmälan om en viltolycka på länsväg 99 Lampisenpää.,Övertorneå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-2100-trafikolycka-vilt-overtornea/,
406392,2023-03-03,Brand,Rökfyllt i trapphus i Råbergstorp.,Eskilstuna,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-2041-brand-eskilstuna/,
406391,2023-03-03,Olovlig körning,Misstänkt grov olovlig körning på E4 söder om Docksta.,Kramfors,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1700-olovlig-korning-kramfors/,
406385,2023-03-03,Fjällräddning,Fjällräddningsinsats väster om Ljungdalen.,Berg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1731-fjallraddning-berg/,
406390,2023-03-03,Misshandel,En gripen för misshandel.,Göteborg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1900-misshandel-goteborg/,
406388,2023-03-03,Stöld,Ringa stöld i matbutik Kronholmen.,Härnösand,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1916-stold-harnosand/,
406389,2023-03-03,Rån försök,Rånförsök mot matbutik i Torshälla.,Eskilstuna,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1957-ran-forsok-eskilstuna/,
406378,2023-03-03,Trafikolycka,Larm om olycka på E4 vid trafikplats 118 Klinga.,Norrköping,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1827-trafikolycka-norrkoping/,
406381,2023-03-03,Trafikolycka vilt,Viltolyckor inrapporterade till polisens ledningscentral.,Västernorrlands län,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1844-trafikolycka-vilt-vasternorrlands-lan/,
406387,2023-03-03,Stöld,Misstänkt stöld i sportbutik i Umeå.,Umeå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1656-stold-umea/,
406386,2023-03-03,Trafikolycka vilt,Polisen får in en anmälan om en viltolycka på länsväg 504 Bredvik.,Nordmaling,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1837-trafikolycka-vilt-nordmaling/,
406384,2023-03-03,Trafikolycka personskada,En personbil har kolliderat med en älg på LV222 i höjd med trafikplats Gustavsberg.,Värmdö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1908-trafikolycka-personskada-varmdo/,
406383,2023-03-03,Trafikolycka personskada,Två fordon en personbil och en taxi har kolliderat i Helenelund.,Sollentuna,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1837-trafikolycka-personskada-sollentuna/,
406379,2023-03-03,Trafikolycka vilt,Polisen får in en anmälan om en viltolycka på E45 Risten.,Berg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1817-trafikolycka-vilt-berg/,
406369,2023-03-03,Trafikolycka personskada,En bilist har kolliderat med en cyklist i Edsberg.,Sollentuna,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1629-trafikolycka-personskada-sollentuna/,
406376,2023-03-03,Rattfylleri,Polisen kontaktas angående en lastbil som framförs vingligt på E12 i höjd med Tvärålund.,Vindeln,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1432-rattfylleri-vindeln/,
406365,2023-03-03,Skadegörelse,Brinnande moped Lorensborg.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1639-skadegorelse-malmo/,
406374,2023-03-03,Misshandel grov,Tre unga personer har misshandlat en pojke i Bollmora.,Tyresö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1418-misshandel-grov-tyreso/,
406372,2023-03-03,Trafikolycka,Två personbilar i olycka RV17.,Eslöv,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1721-trafikolycka-eslov/,
406371,2023-03-03,Brand,Inga misstankar om brott vid brand på företag Smålandsstenar.,Gislaved,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1722-brand-gislaved/,
406370,2023-03-03,Våld/hot mot tjänsteman,Väktare larmade polis om en stökig och berusad man.,Nyköping,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1716-valdhot-mot-tjansteman-nykoping/,
406360,2023-03-03,Trafikolycka,Personbil i olycka Väsby.,Höganäs,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1607-trafikolycka-hoganas/,
406368,2023-03-03,Fylleri/LOB,Polisen kontaktas angående en berusad man på en mack i Brunflo.,Östersund,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1540-fyllerilob-ostersund/,
406367,2023-03-03,Stöld,Ringa stölder i butik Hemavan.,Storuman,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1447-stold-storuman/,
406366,2023-03-03,Stöld/inbrott,Inbrott i villa det är oklart vad som har stulits.,Nässjö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1706-stoldinbrott-nassjo/,
406364,2023-03-03,Trafikolycka,Larm om trafikolycka på riksväg 31 utanför Tenhult.,Jönköping,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1635-trafikolycka-jonkoping/,
406362,2023-03-03,Stöld,Misstänkt ringa stöld i klädbutik i centrala Umeå.,Umeå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1533-stold-umea/,
406354,2023-03-03,Trafikolycka,Larm om trafikolycka på riksväg 35 söder om Åtvidaberg.,Åtvidaberg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1526-trafikolycka-atvidaberg/,
406359,2023-03-03,Arbetsplatsolycka,Polisen kontktas angående en olycka på en arbetsplats i Skelleftehamn.,Skellefteå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1302-arbetsplatsolycka-skelleftea/,
406353,2023-03-03,Trafikolycka,Föraren av en personbil har kolliderat vid en hållplats på Vasagatan/Viktoriagatan. Oklart skadeläge.,Göteborg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1437-trafikolycka-goteborg/,
406358,2023-03-03,Trafikbrott,En man i tjugoårsåldern misstänks för vårdslöshet i trafik efter att ha framfört en personbil på ett trafikfar,Örebro län,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1600-trafikbrott-orebro-lan/,
406356,2023-03-03,Stöld,Polisen kontaktas angående ett inbrott i en personbil i centrala Haparanda.,Haparanda,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1358-stold-haparanda/,
406348,2023-03-03,Trafikolycka,En trafikolycka mellan en cyklist och en buss inträffar vid triangeln.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1415-trafikolycka-malmo/,
406338,2023-03-03,Narkotikabrott,Man misstänks för ringa narkotikabrott.,Sundsvall,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0925-narkotikabrott-sundsvall/,
406337,2023-03-03,Trafikbrott,Olovlig körning på riksväg 95 utanför Skellefteå.,Skellefteå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0923-trafikbrott-skelleftea/,
406336,2023-03-03,Misshandel,Misstänkt misshandel i Gottfridsberg,Linköping,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1312-misshandel-linkoping/,
406335,2023-03-03,Våld/hot mot tjänsteman,Man misstänks för våldsamt motstånd på Busstorget.,Östersund,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1114-valdhot-mot-tjansteman-ostersund/,
406323,2023-03-03,Trafikolycka personskada,Personbil kör av vägen och voltar.,Uppsala,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1144-trafikolycka-personskada-uppsala/,
406332,2023-03-03,Bedrägeri,Ringa bedrägeri i Örnsköldsvik.,Örnsköldsvik,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1107-bedrageri-ornskoldsvik/,
406326,2023-03-03,Sabotage mot blåljusverksamhet,Greps för sabotage mot blåljusverksamhet,Eskilstuna,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1245-sabotage-mot-blaljusverksamhet-eskilstuna/,
406331,2023-03-03,Åldringsbrott,Äldre kvinna lurad på pengar,Strömstad,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0846-aldringsbrott-stromstad/,
406330,2023-03-03,Bedrägeri,Två fall av så kallad fysisk vishing i Sundsvall under torsdagen. Polisen uppmanar allmänheten till vaksamhet.,Sundsvall,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1256-bedrageri-sundsvall/,
406321,2023-03-03,Arbetsplatsolycka,Misstänkt arbetsplatsolycka i Norrköping,Norrköping,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1219-arbetsplatsolycka-norrkoping/,
406328,2023-03-03,Brand,Brand i fritidshus,Falkenberg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0836-brand-falkenberg/,
406322,2023-03-03,Trafikolycka personskada,Personbil kolliderade med lyktstolpe.,Västerås,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1226-trafikolycka-personskada-vasteras/,
406299,2023-03-03,Arbetsplatsolycka,Man skadad på arbetsplats.,Västerås,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0757-arbetsplatsolycka-vasteras/,
406317,2023-03-03,Trafikbrott,På E4 i höjd med Holmen gjorde polisen en fordonskontroll.,Upplands väsby,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0855-trafikbrott-upplands-vasby/,
406316,2023-03-03,Misshandel grov,Kvinna attackerad av en för henne okänd man utomhus på Slottsgatan i Örebro.,Örebro,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-1015-misshandel-grov-orebro/,
406313,2023-03-03,Misshandel grov,Polisen har gripit tre personer misstänkta för grov misshandel inomhus i Grängesberg.,Ludvika,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0358-misshandel-grov-ludvika/,
406312,2023-03-03,Rattfylleri,Misstänkt drograttfylleri på Frösön.,Östersund,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0452-rattfylleri-ostersund/,
406311,2023-03-03,Trafikolycka,Trafikolycka RV19 Eljaröd.,Tomelilla,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0945-trafikolycka-tomelilla/,
406310,2023-03-03,Trafikolycka personskada,Lastbil och personbil i kollision,Kungsbacka,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0639-trafikolycka-personskada-kungsbacka/,
406307,2023-03-03,Trafikolycka,Trafikolycka på Robertsviksgatan i Luleå.,Luleå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0809-trafikolycka-lulea/,
406305,2023-03-03,Skadegörelse,Tre män avviker från Migrationsverkets förvar i Åstorp.,Åstorp,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0518-skadegorelse-astorp/,
406302,2023-03-03,Trafikolycka,Trafikolycka på E14/E45 Torvalla industriområde.,Östersund,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0647-trafikolycka-ostersund/,
406300,2023-03-03,Trafikolycka,Trafikolycka vid Spårvägen i Umeå.,Umeå,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0654-trafikolycka-umea/,
406298,2023-03-03,Narkotikabrott,En inringare i Stureby uppger att denne hittat misstänkt narkotika. En polispatrull hämtade upp den misstänkta,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0551-narkotikabrott-stockholm/,
406297,2023-03-03,Trafikbrott,Tre misstänkta rattfyllerier i Örebro under natten mot fredag.,Örebro,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0000-trafikbrott-orebro/,
406296,2023-03-03,Rån,En person i Brandbergen blev rånad på sin jacka när personen var ute och promenerade.,Haninge,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0028-ran-haninge/,
406295,2023-03-03,Trafikbrott,En man i Bergshamra kontrolleras och en anmälan upprättas om grov olovlig körning.,Norrtälje,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0459-trafikbrott-norrtalje/,
406294,2023-03-03,Trafikbrott,Grov olovlig körningoch grovt brott mot knivlagen.,Falun,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0226-trafikbrott-falun/,
406276,2023-03-03,Mord/dråp försök,Okänd gärningsperson sköt en man inomhus i en bostad i Tullinge.,Botkyrka,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0011-morddrap-forsok-botkyrka/,
406291,2023-03-03,Brand,Man till sjukhus efter rökutveckling i pelletskamin.,Enköping,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0007-brand-enkoping/,
406288,2023-03-03,Trafikolycka,Singelolycka rattfylleri,Kungsbacka,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0540-trafikolycka-kungsbacka/,
406286,2023-03-03,Skadegörelse,Polis larmas till Elineberg med anledning av en bilbrand.,Helsingborg,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0425-skadegorelse-helsingborg/,
406285,2023-03-03,Rattfylleri,En personbil ses köra vingligt på Västkustvägen och polis skickas till platsen.,Malmö,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0058-rattfylleri-malmo/,
406283,2023-03-03,Misshandel,Från Mariehäll fick polisen samtal både från taxichaufför och hans kund.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0006-misshandel-stockholm/,
406282,2023-03-03,Rattfylleri,I Rimbo medtogs en förare för fortsatt utredning angående drograttfylleri.,Norrtälje,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0031-rattfylleri-norrtalje/,
406280,2023-03-03,Rån,I Brandbergen rånade två gärningspersoner brottsoffret.,Haninge,https://polisen.se/aktuellt/handelser/2023/mars/3/03-mars-0026-ran-haninge/,
406244,2023-03-02,Försvunnen person,Polisen biträder räddningstjänsten i eftersök av en försvunnen person.,Årjäng,https://polisen.se/aktuellt/handelser/2023/mars/2/02-mars-1628-forsvunnen-person-arjang/,
406211,2023-03-02,Mord/dråp försök,I Brunnsparken har en  flicka i 10-årsåldern blivit knivskuren.,Göteborg,https://polisen.se/aktuellt/handelser/2023/mars/2/02-mars-1235-morddrap-forsok-goteborg/,
406293,2023-03-03,Mord/dråp,Man anträffad död i en bostad.,Ljusdal,https://polisen.se/aktuellt/handelser/2023/mars/2/02-mars-2105-morddrap-ljusdal/,
406267,2023-03-02,Skottlossning,Skottlossning mot lägenhetsdörr i Farsta.,Stockholm,https://polisen.se/aktuellt/handelser/2023/mars/2/02-mars-2058-skottlossning-stockholm/,
